Epoch 87: duration loss = 0.453 | prior loss = 1.282 | diffusion loss = 0.105
Epoch 88: duration loss = 0.454 | prior loss = 1.290 | diffusion loss = 0.097
Epoch 89: duration loss = 0.456 | prior loss = 1.289 | diffusion loss = 0.122
Epoch 90: duration loss = 0.450 | prior loss = 1.278 | diffusion loss = 0.104
Epoch 91: duration loss = 0.455 | prior loss = 1.284 | diffusion loss = 0.110
Epoch 92: duration loss = 0.449 | prior loss = 1.284 | diffusion loss = 0.120
Epoch 93: duration loss = 0.459 | prior loss = 1.289 | diffusion loss = 0.134
Epoch 94: duration loss = 0.452 | prior loss = 1.286 | diffusion loss = 0.113
Epoch 95: duration loss = 0.447 | prior loss = 1.281 | diffusion loss = 0.119
Epoch 96: duration loss = 0.451 | prior loss = 1.278 | diffusion loss = 0.092
Epoch 97: duration loss = 0.451 | prior loss = 1.281 | diffusion loss = 0.101
Epoch 98: duration loss = 0.443 | prior loss = 1.272 | diffusion loss = 0.098
Epoch 99: duration loss = 0.446 | prior loss = 1.282 | diffusion loss = 0.114
Epoch 100: duration loss = 0.442 | prior loss = 1.272 | diffusion loss = 0.108
Epoch 101: duration loss = 0.447 | prior loss = 1.270 | diffusion loss = 0.100
Epoch 102: duration loss = 0.443 | prior loss = 1.271 | diffusion loss = 0.107
Epoch 103: duration loss = 0.443 | prior loss = 1.265 | diffusion loss = 0.106
Epoch 104: duration loss = 0.445 | prior loss = 1.267 | diffusion loss = 0.129
Epoch 105: duration loss = 0.437 | prior loss = 1.268 | diffusion loss = 0.132
Epoch 106: duration loss = 0.440 | prior loss = 1.270 | diffusion loss = 0.117
Epoch 107: duration loss = 0.437 | prior loss = 1.266 | diffusion loss = 0.112
Epoch 108: duration loss = 0.433 | prior loss = 1.268 | diffusion loss = 0.133
Epoch 109: duration loss = 0.439 | prior loss = 1.274 | diffusion loss = 0.101
Epoch 110: duration loss = 0.432 | prior loss = 1.263 | diffusion loss = 0.143
Epoch 111: duration loss = 0.435 | prior loss = 1.262 | diffusion loss = 0.098
Epoch 112: duration loss = 0.433 | prior loss = 1.268 | diffusion loss = 0.142
Epoch 113: duration loss = 0.434 | prior loss = 1.266 | diffusion loss = 0.124
Epoch 114: duration loss = 0.431 | prior loss = 1.256 | diffusion loss = 0.122
Epoch 115: duration loss = 0.431 | prior loss = 1.268 | diffusion loss = 0.127
Epoch 116: duration loss = 0.426 | prior loss = 1.261 | diffusion loss = 0.099
Epoch 117: duration loss = 0.424 | prior loss = 1.258 | diffusion loss = 0.133
Epoch 118: duration loss = 0.429 | prior loss = 1.257 | diffusion loss = 0.134
Epoch 119: duration loss = 0.432 | prior loss = 1.263 | diffusion loss = 0.101
Epoch 120: duration loss = 0.429 | prior loss = 1.259 | diffusion loss = 0.108
Epoch 121: duration loss = 0.425 | prior loss = 1.268 | diffusion loss = 0.109
Epoch 122: duration loss = 0.423 | prior loss = 1.253 | diffusion loss = 0.117
Epoch 123: duration loss = 0.427 | prior loss = 1.259 | diffusion loss = 0.137
Epoch 124: duration loss = 0.427 | prior loss = 1.254 | diffusion loss = 0.126
Epoch 125: duration loss = 0.425 | prior loss = 1.252 | diffusion loss = 0.131
Epoch 126: duration loss = 0.430 | prior loss = 1.255 | diffusion loss = 0.132
Epoch 127: duration loss = 0.422 | prior loss = 1.253 | diffusion loss = 0.109
Epoch 128: duration loss = 0.422 | prior loss = 1.253 | diffusion loss = 0.110
Epoch 129: duration loss = 0.420 | prior loss = 1.246 | diffusion loss = 0.123
Epoch 130: duration loss = 0.416 | prior loss = 1.251 | diffusion loss = 0.114
Epoch 131: duration loss = 0.417 | prior loss = 1.249 | diffusion loss = 0.122
Epoch 132: duration loss = 0.414 | prior loss = 1.247 | diffusion loss = 0.121
Epoch 133: duration loss = 0.416 | prior loss = 1.248 | diffusion loss = 0.138
Epoch 134: duration loss = 0.416 | prior loss = 1.242 | diffusion loss = 0.115
